role,timestamp,instance,arm_requested,arm_reported,rep,timelimit,feasible,objective,obj1,obj2,obj3,wall_solve_s,wall_script_s,stop_reason,assignment_lb,lbbd_iters,full_present,full_aborted,full_skipped,seed_feasible,master_status_full,arm_info,error,raw_info_file
screening_n1,2026-07-27T14:07:30,prob_30,congestion,congestion,0,60.0,True,8171531.0,607.0,2900,334.0,44.417,46.76,NO_STOP_ENTRY,,0,False,False,budget 10.4s < expected 12.6s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 55, ""1"": 95}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_30_congestion_rep0.json
screening_n1,2026-07-27T14:08:39,prob_32,baseline,baseline,0,60.0,True,4519950.0,1155.0,2307,1098.0,49.854,52.35,NO_STOP_ENTRY,,0,False,False,budget 5.0s < expected 10.6s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_32_baseline_rep0.json
screening_n1,2026-07-27T14:09:41,prob_32,congestion,congestion,0,60.0,True,4507589.0,1148.0,2341,1116.0,49.861,52.52,NO_STOP_ENTRY,,0,False,False,budget 4.9s < expected 10.8s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 65, ""1"": 67, ""2"": 68}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_32_congestion_rep0.json
screening_n1,2026-07-27T14:10:44,prob_33,baseline,baseline,0,60.0,True,13831854.0,2052.0,1677,896.0,49.845,52.6,NO_STOP_ENTRY,,0,False,False,budget 5.0s < expected 15.4s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_33_baseline_rep0.json
screening_n1,2026-07-27T14:11:49,prob_33,congestion,congestion,0,60.0,True,14205574.0,2092.0,1986,1589.0,49.861,52.59,NO_STOP_ENTRY,,0,False,False,budget 4.9s < expected 16.0s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 222, ""bay_sizes"": {""0"": 80, ""1"": 48, ""2"": 72}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_33_congestion_rep0.json
screening_n1,2026-07-27T14:12:54,prob_34,baseline,baseline,0,60.0,True,1752697.0,435.0,2146,540.0,49.95,52.45,NO_STOP_ENTRY,,0,False,False,budget 4.9s < expected 10.8s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_34_baseline_rep0.json
screening_n1,2026-07-27T14:14:00,prob_34,congestion,congestion,0,60.0,True,1731184.0,428.0,2025,545.0,50.058,52.61,NO_STOP_ENTRY,,0,False,False,budget 4.8s < expected 11.0s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 46, ""1"": 38, ""2"": 68, ""3"": 48}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_34_congestion_rep0.json
screening_n1,2026-07-27T14:15:14,prob_35,baseline,baseline,0,60.0,True,4993867.0,354.0,1517,1776.0,49.931,52.76,NO_STOP_ENTRY,,0,False,False,budget 4.9s < expected 14.7s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_35_baseline_rep0.json
screening_n1,2026-07-27T14:16:18,prob_35,congestion,congestion,0,60.0,True,5190362.0,364.0,3500,2131.0,50.747,53.54,NO_STOP_ENTRY,,0,False,False,budget 4.1s < expected 13.3s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 31, ""1"": 53, ""2"": 116}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_35_congestion_rep0.json
screening_n1,2026-07-27T14:17:23,prob_36,baseline,baseline,0,60.0,True,812284.0,1039.0,3298,8921.0,48.959,51.63,NO_STOP_ENTRY,,0,False,False,budget 5.8s < expected 17.1s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_36_baseline_rep0.json
screening_n1,2026-07-27T14:18:29,prob_36,congestion,congestion,0,60.0,True,447856.0,487.0,3024,9231.0,48.827,51.72,NO_STOP_ENTRY,,0,False,False,budget 6.0s < expected 13.3s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 33, ""1"": 9, ""2"": 103, ""3"": 105}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_36_congestion_rep0.json
screening_n1,2026-07-27T14:19:41,prob_37,baseline,baseline,0,60.0,True,6550030.0,1642.0,1711,1784.0,49.359,51.83,NO_STOP_ENTRY,,0,False,False,budget 5.4s < expected 14.2s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_37_baseline_rep0.json
screening_n1,2026-07-27T14:20:44,prob_37,congestion,congestion,0,60.0,True,6014252.0,1440.0,2183,2010.0,48.867,51.34,NO_STOP_ENTRY,,0,False,False,budget 5.9s < expected 16.0s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 48, ""1"": 105, ""2"": 97}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_37_congestion_rep0.json
screening_n1,2026-07-27T14:21:46,prob_39,baseline,baseline,0,60.0,True,21791309.0,1605.0,1061,2584.0,48.788,51.27,NO_STOP_ENTRY,,0,False,False,budget 6.0s < expected 17.3s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_39_baseline_rep0.json
screening_n1,2026-07-27T14:22:50,prob_39,congestion,congestion,0,60.0,True,21896478.0,1612.0,1433,2653.0,48.754,51.3,NO_STOP_ENTRY,,0,False,False,budget 6.1s < expected 17.6s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 40, ""bay_sizes"": {""0"": 41, ""1"": 74, ""2"": 135}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_39_congestion_rep0.json
remeasure_extra,2026-07-27T14:25:41,prob_20,baseline,baseline,1,60.0,True,574498.0,16.0,1721,1100.0,38.608,41.06,NO_STOP_ENTRY,,0,True,False,,True,OPTIMAL,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_20_baseline_rep1.json
remeasure_extra,2026-07-27T14:26:35,prob_20,congestion,congestion,1,60.0,True,906572.0,28.0,2066,1180.0,47.732,50.18,NO_STOP_ENTRY,,0,True,False,,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 60, ""1"": 52, ""2"": 64, ""3"": 62, ""4"": 62}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_20_congestion_rep1.json
remeasure_extra,2026-07-27T14:27:36,prob_20,baseline,baseline,2,60.0,True,574498.0,16.0,1721,1100.0,38.995,41.42,NO_STOP_ENTRY,,0,True,False,,True,OPTIMAL,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_20_baseline_rep2.json
remeasure_extra,2026-07-27T14:28:29,prob_20,congestion,congestion,2,60.0,True,906572.0,28.0,2066,1180.0,46.991,49.57,NO_STOP_ENTRY,,0,True,False,,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 60, ""1"": 52, ""2"": 64, ""3"": 62, ""4"": 62}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_20_congestion_rep2.json
remeasure_extra,2026-07-27T14:29:31,prob_36,baseline,baseline,1,60.0,True,896066.0,1169.0,3646,8669.0,49.299,51.83,NO_STOP_ENTRY,,0,False,False,budget 5.5s < expected 16.1s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_36_baseline_rep1.json
remeasure_extra,2026-07-27T14:30:38,prob_36,congestion,congestion,1,60.0,True,447856.0,487.0,3024,9231.0,48.968,51.47,NO_STOP_ENTRY,,0,False,False,budget 5.8s < expected 13.1s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 33, ""1"": 9, ""2"": 103, ""3"": 105}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_36_congestion_rep1.json
remeasure_extra,2026-07-27T14:31:40,prob_36,baseline,baseline,2,60.0,True,865899.0,1123.0,3589,8713.0,48.828,51.32,NO_STOP_ENTRY,,0,False,False,budget 6.0s < expected 16.2s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_36_baseline_rep2.json
remeasure_extra,2026-07-27T14:32:46,prob_36,congestion,congestion,2,60.0,True,449857.0,490.0,3024,9231.0,48.675,50.88,NO_STOP_ENTRY,,0,False,False,budget 6.1s < expected 15.9s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 33, ""1"": 9, ""2"": 103, ""3"": 105}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_36_congestion_rep2.json
remeasure_extra,2026-07-27T14:34:04,prob_25,baseline,baseline,1,60.0,True,546120.0,773.0,49,1524.0,51.708,53.9,NO_STOP_ENTRY,,0,False,True,,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_25_baseline_rep1.json
remeasure_extra,2026-07-27T14:35:14,prob_25,congestion,congestion,1,60.0,True,447363.0,620.0,583,1662.0,47.35,50.08,NO_STOP_ENTRY,,0,False,False,budget 7.5s < expected 9.5s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 8886, ""bay_sizes"": {""0"": 56, ""1"": 44}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_25_congestion_rep1.json
remeasure_extra,2026-07-27T14:36:14,prob_25,baseline,baseline,2,60.0,True,546120.0,773.0,49,1524.0,51.712,54.1,NO_STOP_ENTRY,,0,False,True,,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_25_baseline_rep2.json
remeasure_extra,2026-07-27T14:37:19,prob_25,congestion,congestion,2,60.0,True,447363.0,620.0,583,1662.0,48.216,50.13,NO_STOP_ENTRY,,0,False,False,budget 6.6s < expected 9.6s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 8886, ""bay_sizes"": {""0"": 56, ""1"": 44}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_25_congestion_rep2.json
remeasure_extra,2026-07-27T14:38:22,prob_30,baseline,baseline,1,60.0,True,7363288.0,544.0,2434,502.0,42.52,44.55,NO_STOP_ENTRY,,0,False,False,budget 12.3s < expected 13.0s,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_30_baseline_rep1.json
remeasure_extra,2026-07-27T14:39:16,prob_30,congestion,congestion,1,60.0,True,8171531.0,607.0,2900,334.0,44.445,46.79,NO_STOP_ENTRY,,0,False,False,budget 10.4s < expected 12.7s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 55, ""1"": 95}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_30_congestion_rep1.json
remeasure_extra,2026-07-27T14:40:14,prob_30,baseline,baseline,2,60.0,True,7363288.0,544.0,2434,502.0,50.62,52.62,NO_STOP_ENTRY,,0,False,True,,True,,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_30_baseline_rep2.json
remeasure_extra,2026-07-27T14:41:25,prob_30,congestion,congestion,2,60.0,True,8190371.0,607.0,2910,428.0,50.761,53.22,NO_STOP_ENTRY,,0,False,False,budget 4.0s < expected 12.0s,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 55, ""1"": 95}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_30_congestion_rep2.json
remeasure_extra,2026-07-27T14:42:39,prob_14,baseline,baseline,1,60.0,True,255376.0,9.0,1306,668.0,39.923,42.46,NO_STOP_ENTRY,,3,True,False,,True,OPTIMAL,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_14_baseline_rep1.json
remeasure_extra,2026-07-27T14:43:34,prob_14,congestion,congestion,1,60.0,True,255376.0,9.0,1306,668.0,44.266,48.04,NO_STOP_ENTRY,,3,True,False,,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 54, ""1"": 77, ""2"": 58, ""3"": 61}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_14_congestion_rep1.json
remeasure_extra,2026-07-27T14:44:34,prob_14,baseline,baseline,2,60.0,True,255376.0,9.0,1306,668.0,40.404,42.85,NO_STOP_ENTRY,,3,True,False,,True,OPTIMAL,,,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_14_baseline_rep2.json
remeasure_extra,2026-07-27T14:45:30,prob_14,congestion,congestion,2,60.0,True,255376.0,9.0,1306,668.0,44.833,47.32,NO_STOP_ENTRY,,3,True,False,,True,,"{""arm"": ""congestion"", ""degraded"": 0, ""experienced_overload"": 0, ""bay_sizes"": {""0"": 54, ""1"": 77, ""2"": 58, ""3"": 61}}",,/private/tmp/claude-501/-Users-jungwoosuh-Desktop-workspace-03-Projects-OGC-2026/6332b06e-d056-4262-9589-90fb10c82042/scratchpad/d2_raw_info/prob_14_congestion_rep2.json
